Unnamed: 0,Dish_liked
23815,Not Provided
23816,Not Provided
23817,Not Provided
23818,Noodles
23818,Shawarma
23818,Brownie
23818,Chicken Nachos
23818,Veg Platter
23818,Manchurian
23818,Onion Rings
23819,Katla Kalia
23819,Basanti Pulao
23819,Biryani
23819,Aloo Posto
23819,Mutton Kosha
23819,Ilish
23819,Mutton Dak Bunglow
23820,Not Provided
23821,Paratha
23821,Shahi Paneer
23822,Not Provided
23823,Not Provided
23824,Not Provided
23825,Pizza
23825,Cocktails
23825,Pasta
23825,Churros
23825,Mocktails
23825,Mushroom Soup
23825,Long Island Iced Tea
23826,Cocktails
23826,Beer
23826,Bloody Mary
23826,Pasta
23826,Pizza
23826,Burgers
23826,Nachos
23827,Beer
23827,Cocktails
23827,Nachos
23827,Pizza
23827,Tiramisu
23827,Fries
23827,Stout
23828,Beer
23828,Cocktails
23828,Pizza
23828,Peri Chicken
23828,Tiramisu
23828,Peri Peri Fries
23828,Belgian Wit
23829,Wheat Beer
23829,Tiramisu
23829,Lager
23829,Rustica Pizza
23829,Paneer Lollipop
23829,Chicken Peri Peri Kebab
23829,Nachos
23830,Mocktails
23830,Cocktails
23830,Appam
23830,Paneer Satay
23830,Sea Food
23830,Paneer Tikka
23830,Jeera Rice
23831,Pork Chops
23831,Craft Beer
23831,Chicken Biryani
23831,Chowmein
23831,Cocktails
23831,Mocktails
23831,Drunken Chicken Wings
23832,Cocktails
23832,Pizza
23832,Fries
23832,Pasta
23832,Chicken Sizzler
23832,Mocktails
23832,Long Island Iced Tea
23833,Pasta
23833,Cocktails
23833,Pizza
23833,Paneer Tikka
23833,Mocktails
23833,Fish
23833,Fries
23834,Stuffed Chicken
23834,Malai Broccoli
23834,Cocktails
23834,Salad
23834,Mocktails
23834,Tomato Soup
23834,Biryani
23835,Chicken Biryani
23835,Mocktails
23835,Pizza
23835,Cocktails
23835,Pork Ribs
23835,Beer
23835,Nachos
23836,Beer
23836,Pizza
23836,Veg Starter
23836,Martini
23836,Mojito
23836,Cocktails
23836,Crispy Corn
23837,Cocktails
23837,Pasta
23837,Hara Bhara Kebab
23837,Peppy Paneer
23837,Paneer Pizza
23837,Peri Peri Prawn
23837,Fiery Paneer
23838,Cocktails
23838,Cajun Chicken
23838,Beer
23838,Salads
23838,Chilli Babycorn
23838,Chicken Tacos
23838,Murgh Platter
23839,Beer
23839,Momos
23839,Pizza
23839,Coffee
23839,Dragon Chicken
23839,Hot Pot
23839,Mocktails
23840,Not Provided
23841,Lime Soda
23841,Appam
23841,Biryani
23841,Pepper Chicken
23841,Vegetable Stew
23841,Chicken Curry
23842,Not Provided
23843,Not Provided
23844,Gajar Ka Halwa
23844,Chilli Chicken
23844,Hara Bhara Kebab
23844,Custard
23844,Brownie
23844,Sev Puri
23844,Pasta
23845,Pizza
23845,Cocktails
23845,Saffron Rice
23845,Pie
23845,Sulemani Chai
23845,Prawn Crackers
23845,Waffles
23846,Paan Ice Cream
23846,Cocktails
23846,Fish Grill
23846,Crispy Corn
23846,Butter Chicken
23846,Phirni
23846,Chicken Tikka
23847,Mutton Biryani
23847,Mojito
23847,Dal Makhani
23847,Cocktails
23847,Raita
23848,Sea Food
23848,Mocktails
23848,Paan Ice Cream
23848,Fish
23848,Chaat
23848,Macaroon
23848,Gulab Jamun
23849,Pasta
23849,Mutton Seekh
23849,Fish
23849,Prawn Curry
23849,Pizza
23849,Papdi Chaat
23849,Salad
23850,Mocktails
23850,Fish
23850,Gulab Jamun
23850,Paan Kulfi
23850,Crispy Corn
23850,Prawn
23850,Biryani
23851,Non Veg Thali
23851,Chicken Kolhapuri
23851,Paneer Tikka
23851,Paratha
23851,Butter Naan
23851,Faluda
23851,Hot Dog
23852,Biryani
23852,Double Ka Meetha
23852,Dragon Chicken
23852,Lassi
23852,Chicken Tikka Masala
23852,Kodi Vepudu
23852,Chicken Malai Tikka
23853,Pandi Curry
23853,Tender Coconut Pudding
23853,Chocolate Mousse
23853,Ghee Rice
23853,Pork Curry
23853,Bella Coffee
23853,Chicken Curry
23854,Pasta
23854,Pizza
23854,Sangria
23854,Bruschettas
23854,Salads
23854,Nachos
23854,Chocolate Bomb
23855,Pasta
23855,Honey Chilli Chicken
23855,Noodles
23855,Tandoori Chicken
23855,Chicken Biryani
23855,Fish
23855,Murgh Patiala
23856,Veg Pulao
23856,Mutton Biryani
23856,Badami Kheer
23856,Veg Platter
23856,Chicken Kebab
23856,Tandoori Chicken
23856,Stuffed Capsicum
23857,Salads
23857,Pineapple Grill
23857,Caramel Custard
23857,Caramel Pudding
23857,Chicken Sausages
23858,Alfam Chicken
23858,Ghee Rice
23858,Chicken Curry
23858,Mutton Biryani
23858,Chicken Grill
23858,Shawarma
23858,Fruit Salad
23859,Pancakes
23859,Steak
23859,Mocktails
23859,Burgers
23859,Wings
23859,Paneer Pizza
23859,Wood Fire Pizza
23860,Burgers
23860,Orange Mojito
23860,Pasta
23860,Ferrero Rocher Shake
23860,Cheese Burger
23860,Coffee
23860,Chaat
23861,Tex Mex Burger
23861,Pizza
23861,Fish
23861,Pasta Alfredo
23861,Mojito
23861,Burgers
23861,Blueberry Cheesecake
23862,Waffles
23862,Hot Chocolate
23862,Brownie
23862,Pizza
23862,Coffee
23862,Pancakes
23862,Pasta
23863,Tex Mex Burger
23863,Pasta
23863,Pizza
23863,Fish
23863,Burgers
23863,Salads
23863,Veg Burger
23864,Coffee
23864,Caramel Macchiato
23864,Cappuccino
23864,Cafe Mocha
23864,Fruit Tart
23864,Sandwiches
23864,Americano
23865,Not Provided
23866,Sandwiches
23866,Salad
23866,Schnitzel
23866,Beef Burger
23866,Hot Chocolate
23866,White Sauce Pasta
23866,Chicken Sandwich
23867,Not Provided
23868,Not Provided
23869,Healthy Breakfast
23869,Burgers
23869,Omelette
23869,English Breakfast
23869,Sandwiches
23869,Pancakes
23869,Crepe
23870,Ginger Tea
23870,Waffles
23870,Smoothie Bowl
23870,Egg Salad
23870,Pancakes
23870,Salads
23870,Cheesecake
23871,Club Sandwich
23871,Burgers
23871,Basil Chicken
23871,Pasta
23871,Sandwiches
23871,Mojito
23871,Fries
23872,Burgers
23872,Pasta
23872,Hot Dog
23872,Mashed Potato
23872,Plum Cake
23872,Sunday Brunch
23872,Cheesecake
23873,Not Provided
23874,Coffee
23874,Maggi
23875,Pizza
23875,Burgers
23875,Chicken Pasta
23875,Minestrone Soup
23875,French Onion Soup
23875,Hot Dog
23875,Coffee
23876,Coffee
23876,Garlic Bread
23877,Not Provided
23878,Not Provided
23879,Not Provided
23880,Not Provided
23881,Not Provided
23882,Ginger Tea
23882,Poha
23882,Ginger Chai
23882,Paratha
23882,Chaai
23882,Sandwiches
23882,Elaichi Tea
23883,Roast Chicken Pizza
23883,Ricotta Ravioli
23883,Pasta
23883,Berryblast
23883,Paneer Tikka Pizza
23883,Barbeque Chicken Pizza
23883,Mocktails
23884,Not Provided
23885,Brownie
23885,Fries
23885,English Breakfast
23885,Cinnamon Roll
23885,Brewed Coffee
23885,Wings
23885,Cappuccino
23886,Burgers
23886,Popcorn
23886,Pancakes
23886,Brownie
23886,Nachos
23886,Pasta
23886,Terminator Burger
23887,Not Provided
23888,Burgers
23888,Sandwiches
23888,Pasta
23888,Moo Burger
23888,Cheesy Fries
23888,Beef Burger
23888,Potato Skins
23889,Burgers
23889,Spaghetti
23889,Beef Burger
23889,Cheesecake
23889,Steak
23889,Chicken Burger
23889,Pasta
23890,Not Provided
23891,Not Provided
23892,Not Provided
23893,Not Provided
23894,Not Provided
23895,Not Provided
23896,Not Provided
23897,Not Provided
23898,Not Provided
23899,Sandwiches
23899,Bbq Chicken Pizza
23899,Burgers
23899,Steak
23899,Mashed Potato
23899,Peri Peri Chicken Pizza
23899,Aglio Olio Pasta
23900,Not Provided
23901,Tea
23901,Sandwiches
23901,Coffee
23901,French Fries
23901,Cheese Sandwich
23901,Hot Chocolate
23902,Chicken Burger
23902,Pasta
23902,Hash Brown
23902,Noodles
23903,Chicken Fries
23903,Burgers
23904,Not Provided
23905,Not Provided
23906,Not Provided
23907,Filter Coffee
23907,Cappuccino
23907,Brewed Coffee
23908,Not Provided
23909,Not Provided
23910,Not Provided
23911,Not Provided
23912,Not Provided
23913,Paratha
23913,Salads
23913,Chicken Tikka Sub
23913,Roti
23914,Not Provided
23915,Sandwiches
23915,Brownie Fudge
23915,Hot Chocolate Fudge
23915,Thick Shakes
23916,Chicken Steak
23916,Burgers
23916,Salads
23916,Potato Wedges
23916,Salad
23916,Fish
23916,Rice Bowl
23917,Shawarma
23918,Not Provided
23919,Not Provided
23920,Not Provided
23921,Rolls
23921,Jumbo Chicken Roll
23921,Falafel Roll
23921,Chicken Kudu Roll
23921,Shawarma
23921,Mutton Roll
23921,Spicy Roll
23922,Deluxe Thali
23922,Chole Bhature
23923,Fish Curry
23923,Appam
23923,Butter Chicken
23923,Chicken Curry
23923,Thali
23923,Fish Fry
23923,Roast Chicken
23924,Hyderabadi Biryani
23924,Vegetable Biryani
23924,Raita
23924,Chicken Dum Biryani
23925,Non Veg Thali
23925,Chicken Kolhapuri
23925,Paneer Tikka
23925,Paratha
23925,Butter Naan
23925,Faluda
23925,Hot Dog
23926,Mutton Pepper Fry
23926,Biryani
23926,Chicken Tenders
23926,Butter Naan
23926,Roti
23926,Paneer Malai Tikka
23926,Yakhni Pulao
23927,Burgers
23927,Zinger Burger
23927,Ginger Chicken
23928,Vada
23928,Butter Masala Dosa
23928,Coffee
23929,Kesaria Lassi
23929,Chaat
23929,Pav Bhaji
23929,Paratha
23929,Rasmalai
23929,Jalebi Rabri
23929,Tea
23930,Momos
23930,Shawarma
23930,Noodles
23930,Burgers
23930,Pepper Baby Corn
23930,Rolls
23930,Fries
23931,Mutton Biryani
23932,Not Provided
23933,Not Provided
23934,Donne Biryani
23934,Pepper Chicken
23935,Paratha
23935,Lassi
23935,Dal Bati
23935,Kachori
23935,Roti
23935,Churma
23935,Liti Chokha
23936,Donut
23936,Coffee
23937,Chocolate Waffles
23937,Chocolate Overload
23937,Oreo Waffle
23937,Nachos
23937,Belgian Waffles
23937,French Fries
23938,Sandwich
23938,Salads
23938,Sandwiches
23938,Salad
23938,Chicken Tikka
23939,Not Provided
23940,Not Provided
23941,Not Provided
23942,Tea
23942,Shawarma
23942,Egg Roast
23942,Biryani
23942,Appam
23943,Not Provided
23944,Not Provided
23945,Not Provided
23946,Roti
23946,Jalebi
23946,Pav Bhaji
23946,Panipuri
23946,Fish Tikka
23947,Thatte Idli
23948,Paratha
23948,Roti
23948,Curd Rice
23948,Thali
23948,Tea
23948,Dal Bati
23948,Gajar Halwa
23949,Lassi
23949,Thali
23949,Biryani
23949,Pav Bhaji
23949,Chole Bhature
23949,Gulab Jamun
23949,Veg Kolhapuri
23950,Not Provided
23951,Burgers
23951,Cheesy Fries
23951,Chicken Wings
23951,Veg Burger
23951,Veg Whopper
23952,Filter Coffee
23952,Onion Rava Masala Dosa
23952,Tea
23952,Chole Bhature
23952,Roti
23952,Noodles
23952,Vada
23953,Ice Cream Strawberry
23953,Tiramisu
23953,Chocolate Icecreams
23953,Chocolava
23953,Hot Chocolate Fudge
23953,Ferrero Rocher
23953,Coffee Craze
23954,Paratha
23954,Sea Food
23954,Fish Biryani
23954,Duck Roast
23955,Chicken Sandwich
23955,Salads
23955,Butter Chicken
23955,Sandwiches
23955,Salad
23955,Biryani
23955,Ice Tea
23956,Paneer Pizza
23956,Chicken Keema
23956,Peri Peri Pizza
23956,Chicken Chunks
23957,Mutton Dum Biryani
23957,Gulab Jamun
23957,Buttermilk
23957,Raita
23957,Paneer Biryani
23957,Gosht Dum Biryani
23957,Basmati Rice
23958,Roti
23958,Paratha
23958,Biryani
23958,Thali
23959,Not Provided
23960,Biryani
23960,Sea Food
23960,Fish Curry Rice
23961,Not Provided
23962,Not Provided
23963,Not Provided
23964,Rava Masala Dosa
23964,Chaat
23964,Dal Tadka
23964,Onion Dosa
23964,Tomato Soup
23964,Thali
23964,Tea
23965,Not Provided
23966,Not Provided
23967,Not Provided
23968,Not Provided
23969,Fish Curry
23969,Appam
23969,Paratha
23969,Sea Food
23969,Beef Biryani
23969,Beef Curry
23969,Beef Fry
23970,Burgers
23970,Beef Burger
23970,Cheesy Fries
23970,Peri Peri Chicken Burger
23970,Beef Patty
23970,Oreo Shake
23970,Steak Burger
23971,Not Provided
23972,Butter Chicken
23972,Shawarma Roll
23972,Chicken Shawarama
23972,Rolls
23972,Chicken Grill
23972,Al Faham Chicken
23972,Roti
23973,Biryani
23973,Fish
23974,Not Provided
23975,Biryani
23975,Double Ka Meetha
23975,Dragon Chicken
23975,Lassi
23975,Chicken Tikka Masala
23975,Kodi Vepudu
23975,Chicken Malai Tikka
23976,Donut
23976,Burgers
23976,Coffee
23977,Sandwiches
23977,Falafal Sandwich
23978,Paratha
23978,Chicken Biryani
23978,Butter Chicken
23978,Lassi
23978,Chilli Paneer
23978,Tandoori Chicken
23978,Naan
23979,Not Provided
23980,Paratha
23980,Pizza
23980,Chicken Curry
23980,Mushroom Soup
23980,Momos
23981,Not Provided
23982,Not Provided
23983,Not Provided
23984,Steak
23984,Garlic Bread
23984,Burgers
23984,Pasta
23984,Chicken Wings
23984,Salads
23984,Pepper Chicken
23985,Not Provided
23986,Not Provided
23987,Rolls
23987,Veggie Roll
23987,Paneer Achari Roll
23987,Keema Roll
23988,Not Provided
23989,Not Provided
23990,Chicken Tikka
23990,Mutton Rara
23990,Garlic Naan
23990,Roti
23991,Noodles
23991,Chop Suey
23991,Chicken Wings
23991,Chilli Chicken
23991,Honey Chilli Wings
23991,Spring Chicken
23992,Not Provided
23993,Butterscotch Cake
23993,Irish Coffee
23994,Not Provided
23995,Butter Chicken
23995,Dal Makhani
23995,Jeera Rice
23995,Kulcha
23996,Chocolate Fantasy
23996,Cheesecake
23996,Chocolate Decadence
23996,Chocolava
23997,Biryani
23998,Not Provided
23999,Tex Mex Burger
23999,Pasta
23999,Pizza
23999,Fish
23999,Burgers
23999,Salads
23999,Veg Burger
24000,Not Provided
24001,Neer Dosa
24001,Biryani
24001,Malabari Paratha
24001,Thali
24001,Chicken Curry
24002,Not Provided
24003,Noodles
24004,Not Provided
24005,Not Provided
24006,Burgers
24006,Brownie
24006,Veggie Pizza
24006,Chicken Lasagne
24006,Chicken Burger
24006,French Fries
24006,White Sauce Pasta
24007,Paratha
24007,Kerala Parotta
24007,Fish Fry
24007,Sea Food
24007,Tea
24008,Aloo Paratha
24008,Veggie Wrap
24008,Sabudana Kheer
24008,Chicken Wrap
24008,Rolls
24008,Khichda
24008,Thali
24009,Not Provided
24010,Not Provided
24011,Chicken Burger
24011,Popcorn Chicken
24011,Sandwich
24012,Rolls
24012,Chicken Roll
24012,Burgers
24012,Egg Sandwich
24013,Not Provided
24014,Pepperoni
24014,Cheesy Pizza
24015,Not Provided
24016,Not Provided
24017,Not Provided
24018,Not Provided
24019,Not Provided
24020,Not Provided
24021,French Fries
24021,Chicken Roll
24021,Sandwich
24021,Falafel Roll
24021,Charcoal Shawarma
24021,Chicken Fries
24021,Brosted Chicken
24022,Noodles
24022,Dragon Rolls
24022,Momos
24022,Garlic Chicken
24022,Pork Ribs
24023,Not Provided
24024,Shawarma
24024,Chicken Shawarama
24024,Kerala Parotta
24024,Lemon Tea
24024,Fish
24024,Ghee Rice
24024,Appam
24025,Chicken Momo
24025,Noodles
24025,Pan Fried Momos
24026,Chicken Grill
24026,Shawarma
24026,Tandoori Chicken
24026,Lassi
24026,Noodles
24026,Chicken Shawarama
24026,Arabian Grape Juice
24027,Not Provided
24028,Not Provided
24029,Cocktails
24029,Pasta
24029,Pizza
24029,Mocktails
24029,Thai Crispy Chicken
24029,Beer
24029,Chicken Wings
24030,Biryani
24030,Lemon Chicken
24030,Laccha Paratha
24030,Kashmiri Pulao
24030,Kulcha
24030,Cocktails
24030,Beer
24031,Not Provided
24032,Not Provided
24033,Paratha
24033,Dal Makhani
24033,Lassi
24033,Naan
24033,Veg Thali
24033,Chole
24033,Kulcha
24034,Sandwiches
24034,Sandwich
24034,Oreo Shake
24034,French Fries
24035,Burgers
24035,Orange Mojito
24035,Pasta
24035,Ferrero Rocher Shake
24035,Cheese Burger
24035,Coffee
24035,Chaat
24036,Cocktails
24036,Roast Pork
24036,Mocktails
24036,Fish
24036,Chilli Prawns
24036,Pizza
24036,Butter Garlic Prawns
24037,Garlic Bread
24037,Nachos
24037,Pasta
24037,Thin Crust Pizza
24037,Manali Pizza
24037,Hawaian Pizza
24038,Sweet Paan
24039,Sandwich
24039,Pasta
24039,Sandwiches
24039,Brownie
24040,Not Provided
24041,Chicken Curry
24042,Tea
24043,Not Provided
24044,Not Provided
24045,Belgian Chocoholic
24045,Italian Wonder
24046,Lassi
24046,Mushroom Masala
24046,Chaach
24046,Aloo Paratha
24046,Chole Kulcha
24046,Kadai Paneer
24046,Buttermilk
24047,Pasta
24047,Burgers
24047,Monster Burger
24047,Brownie
24047,Chicken Sandwich
24048,Not Provided
24049,Not Provided
24050,Not Provided
24051,Not Provided
24052,Not Provided
24053,Chicken Biryani
24053,Mutton Biryani
24053,Chicken Manchurian
24053,Shahi Biryani
24054,Not Provided
24055,Pizza
24055,Burgers
24055,Chicken Pasta
24055,Minestrone Soup
24055,French Onion Soup
24055,Hot Dog
24055,Coffee
24056,Not Provided
24057,Not Provided
24058,Not Provided
24059,Pasta Italiano
24059,Pizza Burger
24059,Stuffed Garlic Bread
24060,Momos
24060,Noodles
24061,Ambur Biryani
24061,Vegetable Biryani
24062,Tex Mex Burger
24062,Pizza
24062,Fish
24062,Pasta Alfredo
24062,Mojito
24062,Burgers
24062,Blueberry Cheesecake
24063,Not Provided
24064,Not Provided
24065,Chicken Biryani
24065,Mint Lemonade
24065,Falafel
24065,French Fries
24066,Sandwiches
24066,Bbq Chicken Pizza
24066,Burgers
24066,Steak
24066,Mashed Potato
24066,Peri Peri Chicken Pizza
24066,Aglio Olio Pasta
24067,Naan
24067,Sea Food
24067,Biryani
24067,Lime Soda
24068,Kulfi
24068,Masala Vada Pav
24069,Not Provided
24070,Ginger Tea
24070,Poha
24070,Ginger Chai
24070,Paratha
24070,Chaai
24070,Sandwiches
24070,Elaichi Tea
24071,Panneer Butter Masala
24071,Mocktails
24071,Chicken Tikka
24071,Dal Makhani
24071,Salads
24071,Chaat
24071,Jalebi
24072,Not Provided
24073,Not Provided
24074,Not Provided
24075,Not Provided
24076,Not Provided
24077,Not Provided
24078,Decor
24079,Not Provided
24080,Ghee Rice
24080,Chicken Grill
24080,Butter Chicken
24081,Not Provided
24082,Chaat
24082,Pav Bhaji
24082,Buttermilk
24082,Ajwaini Paratha
24082,Raj Kachori
24082,Sev Puri
24082,Bhel Puri
24083,Not Provided
24084,Coffee
24084,Momos
24084,Kimchi
24084,Bbq Pork
24084,Hot Pot
24084,Wine
24084,Pancakes
24085,Not Provided
24086,Not Provided
24087,Coffee
24087,Roti
24087,Masala Dosa
24088,Murgh Patiala
24088,Shawarma
24088,Chicken Grill
24089,Not Provided
24090,Masala Dosa
24090,Pongal
24090,Filter Coffee
24090,Panneer Butter Masala
24090,Idli
24090,Pav Bhaji
24090,Tea
24091,Waffles
24091,Hot Chocolate
24091,Brownie
24091,Pizza
24091,Coffee
24091,Pancakes
24091,Pasta
24092,Tea
24092,Sandwiches
24092,Coffee
24092,French Fries
24092,Cheese Sandwich
24092,Hot Chocolate
24093,Momos
24093,Manchow Soup
24093,Fish
24093,Clear Soup
24093,Chop Suey
24093,Hakka Noodles
24094,Vegetable Biryani
24094,Hyderabadi Biryani
24094,Paneer Tikka
24094,Raita
24094,Basmati Rice
24094,Chicken Biryani
24094,Dum Biryani
24095,Burgers
24095,Fries
24095,Peri Peri Chicken Salad
24095,Jumbo Royale Burger
24095,Salads
24095,Rolls
24095,Chicken Peri Peri Wrap
24096,Not Provided
24097,Chilli Chicken
24097,Chicken Tikka
24097,Butter Naan
24097,Roti
24098,Not Provided
24099,Pizza
24099,Hot Chocolate
24099,Sizzler Brownie
24099,Chocolate Truffle
24100,Not Provided
24101,Not Provided
24102,Not Provided
24103,Pancakes
24103,Steak
24103,Mocktails
24103,Burgers
24103,Wings
24103,Paneer Pizza
24103,Wood Fire Pizza
24104,Alfam Chicken
24104,Ghee Rice
24104,Chicken Curry
24104,Mutton Biryani
24104,Chicken Grill
24104,Shawarma
24104,Fruit Salad
24105,Not Provided
24106,Burgers
24106,Fries
24106,Chicken Wrap
24107,Thali
24107,Bati Churma
24107,Dal Tadka
24107,Panneer Butter Masala
24107,Chole Bhature
24107,Gatte Ki Subzi
24107,Tawa Roti
24108,Beer
24108,Cocktails
24108,Prawn Ghee Roast
24108,Bbq Chicken Pizza
24108,Chicken Nachos
24108,Appam
24108,Chicken Steak
24109,Not Provided
24110,Cheese Sandwiches
24110,Cheese Sandwich
24110,Chocolate Sandwich
24110,Chicken Sandwich
24110,Chocolate Sandwiches
24110,French Fries
24110,Teriyaki Chicken
24111,Filter Coffee
24111,Masala Dosa
24111,Vada
24112,Not Provided
24113,Burgers
24113,Spaghetti
24113,Beef Burger
24113,Cheesecake
24113,Steak
24113,Chicken Burger
24113,Pasta
24114,Not Provided
24115,Not Provided
24116,Not Provided
24117,Not Provided
24118,Milk Shake
24118,Brownie
24118,Belgium Chocolate
24119,Not Provided
24120,Not Provided
24121,Not Provided
24122,Not Provided
24123,Not Provided
24124,Not Provided
24125,Chicken Biryani
24126,Poricha Kozhi
24126,Brain Fry
24126,Fry Prawns
24126,Mutton Sukha
24126,Paratha
24126,Dum Biryani
24126,Chicken Sukha
24127,Waffles
24127,Mocha Waffle
24128,Not Provided
24129,Not Provided
24130,Not Provided
24131,Not Provided
24132,Rolls
24132,Chicken Roll
24132,Biryani
24132,Panneer Butter Masala
24132,Ghee Rice
24132,Rumali Roti
24133,Chicken Sizzler
24133,Brownie
24133,Sea Food
24133,Veg Shashlik
24133,Steak
24133,Veg Sizzler
24133,Custard
24134,Not Provided
24135,Not Provided
24136,Not Provided
24137,Paratha
24137,Kheer
24137,Thali
24137,Roti
24137,Rajma
24137,Paneer Chatpata
24138,Brownie
24138,Fries
24138,English Breakfast
24138,Cinnamon Roll
24138,Brewed Coffee
24138,Wings
24138,Cappuccino
24139,Not Provided
24140,Not Provided
24141,Not Provided
24142,Not Provided
24143,Not Provided
24144,Not Provided
24145,Lemon Chicken
24145,Vegetable Biryani
24146,Fries
24146,Malgoum Shawarma
24147,Not Provided
24148,Not Provided
24149,Not Provided
24150,Not Provided
24151,Mutton Biryani
24151,Rolls
24151,Chicken Roll
24152,Not Provided
24153,Shawarma
24153,Chicken Grill
24153,Tandoori Chicken
24153,Chicken Curry
24153,Butter Chicken
24153,Kheer
24153,Keema Naan
24154,Fish Curry
24154,Fish Thali
24155,Not Provided
24156,Not Provided
24157,Rolls
24157,French Fries
24157,Paratha
24158,Hyderabadi Biryani
24159,Chole Bhature
24159,Chaat
24159,Jalebi
24159,Kulfi
24159,Rasgulla
24160,Noodles
24160,Momos
24160,Bbq Pork
24160,Honey Chilli Potatoes
24160,Wonton
24160,Pork Momo
24160,Sweet Corn Soup
24161,Not Provided
24162,Not Provided
24163,Not Provided
24164,Not Provided
24165,Not Provided
24166,Chicken Fry
24166,Masala Prawn
24167,Not Provided
24168,Burrito Bowl
24168,Tacos
24168,Salad
24168,Salads
24168,Steak
24168,Lemonade
24168,Fish
24169,Pizza
24170,Shawarma
24171,Not Provided
24172,Roast Chicken Pizza
24172,Ricotta Ravioli
24172,Pasta
24172,Berryblast
24172,Paneer Tikka Pizza
24172,Barbeque Chicken Pizza
24172,Mocktails
24173,Butter Naan
24173,Hyderabadi Biryani
24173,Tandoori Chicken
24173,Butter Chicken
24173,Chicken Dum Biryani
24173,Vegetable Biryani
24173,Chicken Boneless Biryani
24174,Not Provided
24175,Not Provided
24176,Not Provided
24177,Shawarma
24177,Alpham Chicken
24177,Chicken Grill
24178,Not Provided
24179,Not Provided
24180,Not Provided
24181,Not Provided
24182,Fish Curry
24182,Buttermilk
24182,Appam
24182,Neer Dosa
24182,Chicken Stew
24182,Chicken Curry
24182,Egg Roast
24183,Noodles
24183,Momos
24184,Pasta
24184,Mutton Seekh
24184,Fish
24184,Prawn Curry
24184,Pizza
24184,Papdi Chaat
24184,Salad
24185,Not Provided
24186,Not Provided
24187,Not Provided
24188,Not Provided
24189,Chaat
24189,Pav Bhaji
24189,Paratha
24189,Lassi
24189,Panipuri
24189,Dahipuri
24189,Bhel Puri
24190,Chaat
24190,Paratha
24190,Vada Pav
24190,Dal Makhani
24190,Paneer Bhurji
24190,Rabri
24190,Kulcha
24191,Not Provided
24192,Not Provided
24193,Not Provided
24194,Not Provided
24195,Pasta
24195,Schezwan Chicken
24195,Burgers
24195,Garlic Bread
24195,Paneer Steak
24195,Schezwan Sizzler
24196,Dabeli
24196,Vada Pav
24196,Dhokla
24196,Farsan
24196,Samosa
24196,Jalebi
24197,Vegetable Biryani
24197,Hyderabadi Biryani
24197,Chicken Dum Biryani
24197,Raita
24197,Chicken Boneless Biryani
24197,Mutton Biryani
24197,Paneer Biryani
24198,Not Provided
24199,Not Provided
24200,Not Provided
24201,Mutton Biryani
24201,Donne Biryani
24201,Mutton Fry
24201,Chicken Guntur
24201,Chicken Biryani
24202,Not Provided
24203,Not Provided
24204,Not Provided
24205,Noodles
24205,Jumbo Prawns
24205,Lunch Buffet
24205,Crispy Corn
24205,Chicken Dim Sum
24205,Brownie
24205,Sea Food
24206,Not Provided
24207,Custard Apple
24207,Watermelon Ice Cream
24208,Neer Dosa
24208,Roast Pork
24208,Fish
24208,Sea Food
24208,Biryani
24208,Ghee Rice
24208,Caramel Custard
24209,Not Provided
24210,Chicken Kebab
24210,Biryani
24210,Masala Tikka
24210,Chicken Tikka
24211,Not Provided
24212,Mutton Biryani
24212,Lemon Tea
24212,Chicken Dry Fry
24212,Kerala Style Biryani
24212,Malabari Biryani
24212,Lemon Chicken
24212,Biryani Combo
24213,Not Provided
24214,Not Provided
24215,Not Provided
24216,Not Provided
24217,Noodles
24217,Chowmein
24217,Chicken Lollipop
24217,Manchow Soup
24218,Mutton Biryani
24219,Not Provided
24220,Sea Food
24220,Fish Thali
24220,Neer Dosa
24221,Shawarma
24221,Al Faham Chicken
24221,Noodles
24221,Mutton Chops
24221,Chicken Grill
24221,Sweet Lassi
24221,Biryani
24222,Chicken Momo
24222,Chilli Pork
24222,Chicken Thukpa
24222,Noodles
24222,Manchow Soup
24222,Pork Momo
24222,Veg Momos
24223,Not Provided
24224,Biryani
24224,Raita
24225,Mutton Biryani
24225,Ghee Rice
24225,Butter Chicken
24225,Dal Tadka
24225,Naan
24225,Paya Soup
24225,Bheja Fry
24226,Fish
24226,Chicken Biryani
24226,Butter Naan
24226,Dal Makhani
24226,Fries
24226,Hyderabadi Chicken
24226,Vegetable Biryani
24227,Chop Suey
24227,Spring Roll
24227,Sweet Corn Soup
24227,Chowmein
24227,Basil Chicken
24227,American Chopsuey
24227,Diced Chicken
24228,Kulfi
24228,Sweet Lassi
24228,Pineapple Lassi
24228,Rose Faluda
24229,Mutton Biryani
24229,Jeera Rice
24229,Chicken Sholay
24229,Chicken Biryani
24229,Mutton Chops
24229,Kheer
24229,Phirni
24230,Andhra Thali
24230,Veg Thali
24230,Chicken Biryani
24230,Kodi Pulao
24230,Mutton Soup
24230,Ulavacharu Mutton Biryani
24230,Lassi
24231,Chicken Burger
24231,Pasta
24231,Hash Brown
24231,Noodles
24232,Burgers
24232,Lamb Burger
24232,Sandwiches
24232,Brownie
24232,Churros
24232,Hot Dog
24232,Chocolate Cake
24233,Pork Thali
24233,Chicken Curry
24233,Prawn Curry
24233,Momos
24233,Pork Fry
24233,Smoked Pork
24233,Salad
